Amendments,Approved CommonName,BestHarvest,BestPlantingDates,ColorRGB,CommonName,Cultivar,Description,Emoji,Family,FruitName,Genus,GreenhouseInstructions,GrowingAdvice,GrowingDays,Harvest,OptimalZones,Pests,Ripeness,SoilConditions,SoilInfo,TransplantAge,USDAZoneList,WeatherTolerance,ioscolor
Incorporate compost; side‑dress as needed.,Fordhook Giant (Beet/Chard),"{""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","140,200,120",Fordhook Giant Lima Bean,Fordhook Giant,Swiss chard crop.,🥬,Amaranthaceae,Lima Bean,Beta,Start indoors if season is short.,Follow standard regional recommendations.,56-140,Harvest when pods bulge and seeds are green for shellies; dry fully for storage.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Shell stage: seeds green and plump, filling pods; Dry stage: pods fully dry; seeds hard and color set. Swiss chard: pick outer leaves when large and crisp; avoid oversized leaves that toughen.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",BeetchardChioggia140200120
Incorporate compost; side‑dress as needed.,Ruby Red (Beet/Chard),"{""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","180,20,40",Ruby Red Swiss Chard,Ruby Red,Swiss chard crop.,🥬,Amaranthaceae,Swiss Chard,Beta,Start indoors if season is short.,Follow standard regional recommendations.,56-140,"Cut outer leaves regularly; tender at 8–12"" leaves.","3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.",Leaves vibrant with crisp petioles; harvest outer leaves 20–30 cm long. Avoid limp leaves or heavy insect damage. Swiss chard: pick outer leaves when large and crisp; avoid oversized leaves that toughen.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",BeetchardRedRubyred1802040
Incorporate compost; side‑dress as needed.,Better Boy (Potato/Tomato/Eggplant),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","222,41,22",Better Boy Tomato,Better Boy,Tomato crop.,🍅,Solanaceae,Tomato,Solanum,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest at full color (breaker to red) and slight give; clip or twist off with calyx.,"5,6,7,8,9,10","Aphids, beetles; diseases vary by region.",Stage: breaker→turning→pink→light red→red. Pick at full varietal color with slight give at blossom end. Aroma present near calyx. Calyx releases with gentle twist. Avoid hard shoulders/green core; avoid over‑soft wateriness. Beefsteak slicers: harvest at full red across shoulders; slight softness; avoid green shoulders; clip to prevent stem punctures.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",TomatoDusky2224122
Incorporate compost; side‑dress as needed.,Big Beef (Potato/Tomato/Eggplant),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","222,41,22",Big Beef Tomato,Big Beef,Tomato crop.,🍅,Solanaceae,Tomato,Solanum,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest at full color (breaker to red) and slight give; clip or twist off with calyx.,"5,6,7,8,9,10","Aphids, beetles; diseases vary by region.",Stage: breaker→turning→pink→light red→red. Pick at full varietal color with slight give at blossom end. Aroma present near calyx. Calyx releases with gentle twist. Avoid hard shoulders/green core; avoid over‑soft wateriness. Beefsteak slicers: harvest at full red across shoulders; slight softness; avoid green shoulders; clip to prevent stem punctures.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",TomatoDusky2224122
Incorporate compost; side‑dress as needed.,Celebrity (Potato/Tomato/Eggplant),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","222,41,22",Celebrity Tomato,Celebrity,Tomato crop.,🍅,Solanaceae,Tomato,Solanum,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest at full color (breaker to red) and slight give; clip or twist off with calyx.,"5,6,7,8,9,10","Aphids, beetles; diseases vary by region.",Stage: breaker→turning→pink→light red→red. Pick at full varietal color with slight give at blossom end. Aroma present near calyx. Calyx releases with gentle twist. Avoid hard shoulders/green core; avoid over‑soft wateriness. Beefsteak slicers: harvest at full red across shoulders; slight softness; avoid green shoulders; clip to prevent stem punctures.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",TomatoDusky2224122
Incorporate compost; side‑dress as needed.,Cherokee Purple (Potato/Tomato/Eggplant),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","120,60,160",Cherokee Purple Tomato,Cherokee Purple,Tomato crop.,🍅,Solanaceae,Tomato,Solanum,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest at full color (breaker to red) and slight give; clip or twist off with calyx.,"5,6,7,8,9,10","Aphids, beetles; diseases vary by region.",Stage: breaker→turning→pink→light red→red. Pick at full varietal color with slight give at blossom end. Aroma present near calyx. Calyx releases with gentle twist. Avoid hard shoulders/green core; avoid over‑soft wateriness. Heirloom: dusky purple‑rose with green shoulders fading; fruit yields slightly to pressure; pick before over‑softening to reduce cracking.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",BrassicaPurpleAmericanpurpletop12060160
Incorporate compost; side‑dress as needed.,Early Girl (Potato/Tomato/Eggplant),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","222,41,22",Early Girl Tomato,Early Girl,Tomato crop.,🍅,Solanaceae,Tomato,Solanum,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest at full color (breaker to red) and slight give; clip or twist off with calyx.,"5,6,7,8,9,10","Aphids, beetles; diseases vary by region.",Stage: breaker→turning→pink→light red→red. Pick at full varietal color with slight give at blossom end. Aroma present near calyx. Calyx releases with gentle twist. Avoid hard shoulders/green core; avoid over‑soft wateriness. Early slicer: harvest at bright red with slight give; picks slightly earlier than beefsteaks; frequent harvest improves flavor concentration.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",TomatoDusky2224122
Incorporate compost; side‑dress as needed.,Heirloom Brandywine (Potato/Tomato/Eggplant),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","222,41,22",Heirloom Brandywine Tomato,Heirloom Brandywine,Tomato crop.,🍅,Solanaceae,Tomato,Solanum,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest at full color (breaker to red) and slight give; clip or twist off with calyx.,"5,6,7,8,9,10","Aphids, beetles; diseases vary by region.",Stage: breaker→turning→pink→light red→red. Pick at full varietal color with slight give at blossom end. Aroma present near calyx. Calyx releases with gentle twist. Avoid hard shoulders/green core; avoid over‑soft wateriness. Heirloom slicer: pink to deep rose color; slight softness at shoulders; fruit is thin‑skinned—pick before over‑softening to avoid cracking.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",TomatoDusky2224122
Incorporate compost; side‑dress as needed.,Roma (Potato/Tomato/Eggplant),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","222,41,22",Roma Tomato,Roma,Tomato crop.,🍅,Solanaceae,Tomato,Solanum,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest at full color (breaker to red) and slight give; clip or twist off with calyx.,"5,6,7,8,9,10","Aphids, beetles; diseases vary by region.","Stage: breaker→turning→pink→light red→red. Pick at full varietal color with slight give at blossom end. Aroma present near calyx. Calyx releases with gentle twist. Avoid hard shoulders/green core; avoid over‑soft wateriness. Paste tomato: harvest when uniformly red with little give; flesh dense, low juice; ideal for sauce when walls thick and gel reduced.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",TomatoDusky2224122
Incorporate compost; side‑dress as needed.,Purple Top White Globe (Cabbage/Turnip/Collard),"{""2"": [1, 2, 3, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","120,60,160",Purple Top White Globe Turnip,Purple Top White Globe,Turnip crop.,🥕,Brassicaceae,Turnip,Brassica,Start indoors if season is short.,Follow standard regional recommendations.,56-112,"Lift at 2–3"" diameter; greens edible younger.","2,3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Roots firm, smooth; 5–8 cm diameter. Greens tender at smaller sizes; avoid sponginess.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",BrassicaPurpleAmericanpurpletop12060160
Incorporate compost; side‑dress as needed.,Tokyo Cross (Cabbage/Turnip/Collard),"{""2"": [1, 2, 3, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","225,205,180",Tokyo Cross Turnip,Tokyo Cross,Turnip crop.,🥕,Brassicaceae,Turnip,Brassica,Start indoors if season is short.,Follow standard regional recommendations.,56-112,"Lift at 2–3"" diameter; greens edible younger.","2,3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Roots firm, smooth; 5–8 cm diameter. Greens tender at smaller sizes; avoid sponginess.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",BrassicaJadecross225205180
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Tomato (Generic),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","222,41,22",Tomato (Generic),Tomato (Generic),"Generic Tomato entry aggregating common traits across cultivars. Best performers: Early Girl, Roma, Cherokee Purple, Big Beef.",🍅,Solanaceae,Tomato,Solanum,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Early Girl, Roma, Cherokee Purple, Big Beef.",112-140,Pick at full varietal color with slight give; clip or twist with calyx.,5-10,Common pests vary by crop; scout weekly; use IPM and sanitation.,Breaker→red stages; slight blossom-end give; easy calyx release.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",TomatoDusky2224122
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Potato (Generic),"{""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44]}","181,136,80",Potato (Generic),Potato (Generic),"Generic Potato entry aggregating common traits across cultivars. Best performers: Russet Burbank, Yukon Gold, Kennebec.",🥔,Solanaceae,Potato,Solanum,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Russet Burbank, Yukon Gold, Kennebec.",56-84,New: when flowering; Storage: 2–3 wks after vines die; cure before storage.,3-8,Common pests vary by crop; scout weekly; use IPM and sanitation.,Skins set for storage; new potatoes with thin skin for fresh use.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[3, 4, 5, 6, 7, 8]","Cool,Cold,Wet",SweetpotatoBeauregard18113680
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Leaf Lettuce (Generic),"{""2"": [1, 2, 3, 4, 5, 6, 7, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","110,180,100",Leaf Lettuce (Generic),Leaf Lettuce (Generic),"Generic Leaf Lettuce entry aggregating common traits across cultivars. Best performers: Black Seeded Simpson, Red Sails.",🥬,Asteraceae,Leaf Lettuce,Lactuca,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Black Seeded Simpson, Red Sails.",56-140,"Cut outer leaves 4–6"" long; harvest in cool morning.",2-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,"Leaves crisp, not bitter; avoid bolting (elongated stem).",Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",LettuceButtercrunch110180100
