vendorName,taxCategory,referenceNumber,reconciled,notes,ledgerDescription,id,entryType,debitAmount,date,creditAmount,checkNumber,balance,amount,accountName,accountCode,iosSymbol,emoji
Tractor Depot,No Tax,REF-4791,True,Paid in kale chips and weird looks.,Tractor repair service,17211,Invoice,0.0,2024-08-17 14:45:00,1413.27,CHK-5686,1282.29,1413.27,Fuel,5300,tray,💼
Compost Collective,No Tax,REF-6678,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,29196,Equity Contribution,358.46,2024-08-16 07:04:00,0.0,CHK-2310,1863.68,358.46,Fuel,5300,tray,💼
Compost Collective,No Tax,REF-6253,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,48291,Tax,0.0,2024-08-16 00:15:00,779.88,,4739.93,779.88,Sales - Value-Added Goods,4100,folder,🐔
Compost Collective,No Tax,REF-8589,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,39489,Payment,1413.67,2024-08-13 04:41:00,0.0,,3293.75,1413.67,Taxes Payable,2200,hammer,🐝
USDA,Sales Tax,REF-4596,False,Paid in kale chips and weird looks.,Weekly payroll distribution,34559,Expense,170.17,2024-08-17 14:36:00,0.0,,3505.94,170.17,Insurance,5900,wrench,🧾
Johnny's Seeds,Sales Tax,REF-3449,False,Billy the Mountain requested cash.,Weekly payroll distribution,64843,Tax,0.0,2024-08-16 06:17:00,1175.07,,3273.96,1175.07,Owner's Equity,3000,tray,🏡
Farm Co-op,Use Tax,REF-2350,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,77307,Payroll,1394.8,2024-08-13 12:02:00,0.0,,3712.13,1394.8,Owner's Equity,3000,tray,🏡
Tractor Depot,No Tax,REF-1280,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,23196,Equity Contribution,853.06,2024-08-13 04:35:00,0.0,,4221.88,853.06,Cost of Goods Sold,5000,externaldrive,📦
USDA,Use Tax,REF-6337,True,Someone painted the barn plaid again.,Tractor repair service,33919,Payroll,778.33,2024-08-11 07:42:00,0.0,CHK-8743,3150.52,778.33,Insurance,5900,wrench,🧾
USDA,Sales Tax,REF-9185,True,Someone painted the barn plaid again.,Tractor repair service,24185,Invoice,0.0,2024-08-17 17:35:00,1185.68,,1777.93,1185.68,Insurance,5900,wrench,🧾
Farm Co-op,No Tax,REF-6131,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,54832,Tax,0.0,2024-08-11 08:10:00,779.57,CHK-8746,2526.32,779.57,Insurance,5900,wrench,🧾
USDA,No Tax,REF-6067,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,73720,Payment,1449.26,2024-08-15 10:11:00,0.0,CHK-4651,2332.22,1449.26,Taxes Payable,2200,hammer,🐝
Tractor Depot,Use Tax,REF-4678,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,52823,Equity Contribution,225.16,2024-08-16 23:34:00,0.0,,2236.15,225.16,Fuel,5300,tray,💼
Tractor Depot,Use Tax,REF-5991,True,Paid in kale chips and weird looks.,Tractor repair service,90463,Tax,0.0,2024-08-11 01:37:00,1359.89,CHK-1294,2533.06,1359.89,Sales - Value-Added Goods,4100,folder,🐔
Zappa Solar,Sales Tax,REF-6869,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,61356,Equity Contribution,401.65,2024-08-17 21:40:00,0.0,CHK-2671,2735.3,401.65,Cost of Goods Sold,5000,externaldrive,📦
Zappa Solar,Use Tax,REF-1676,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,41437,Payroll,975.7,2024-08-13 02:49:00,0.0,,2794.27,975.7,Taxes Payable,2200,hammer,🐝
Zappa Solar,No Tax,REF-7175,True,Billy the Mountain requested cash.,Weekly payroll distribution,75557,Payroll,1022.7,2024-08-17 06:59:00,0.0,,3641.91,1022.7,Depreciation,6000,calendar,🛠
Muffin Utility Inc.,Use Tax,REF-9028,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,60240,Invoice,0.0,2024-08-17 20:47:00,957.91,CHK-6623,1927.81,957.91,Insurance,5900,wrench,🧾
Tractor Depot,No Tax,REF-7105,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,20948,Equity Contribution,509.93,2024-08-15 15:53:00,0.0,CHK-8711,3173.18,509.93,Owner's Equity,3000,tray,🏡
Tractor Depot,No Tax,REF-4095,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,86173,Invoice,0.0,2024-08-13 20:44:00,1113.12,,2404.49,1113.12,Sales - Value-Added Goods,4100,folder,🐔
USDA,Sales Tax,REF-5140,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,53541,Expense,1036.47,2024-08-17 08:22:00,0.0,CHK-7871,4726.47,1036.47,Sales - Value-Added Goods,4100,folder,🐔
Zappa Solar,Sales Tax,REF-6875,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,90862,Expense,1360.1,2024-08-17 19:13:00,0.0,,2600.74,1360.1,Depreciation,6000,calendar,🛠
Muffin Utility Inc.,Sales Tax,REF-4039,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,85532,Expense,1202.7,2024-08-15 00:46:00,0.0,,1145.66,1202.7,Wages Payable,2100,externaldrive,🌱
Compost Collective,Use Tax,REF-8482,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,35472,Payment,1322.14,2024-08-16 17:52:00,0.0,,4317.26,1322.14,Insurance,5900,wrench,🧾
Tractor Depot,No Tax,REF-6094,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,84783,Invoice,0.0,2024-08-17 07:50:00,1190.24,,2058.23,1190.24,Wages Payable,2100,externaldrive,🌱
USDA,No Tax,REF-1459,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,63720,Payment,544.83,2024-08-14 13:43:00,0.0,,4199.95,544.83,Insurance,5900,wrench,🧾
Muffin Utility Inc.,No Tax,REF-2869,True,Paid in kale chips and weird looks.,Weekly payroll distribution,62716,Equity Contribution,1480.8,2024-08-11 00:59:00,0.0,,2504.62,1480.8,Taxes Payable,2200,hammer,🐝
Tractor Depot,No Tax,REF-3880,False,Billy the Mountain requested cash.,Tractor repair service,80420,Expense,524.38,2024-08-13 16:25:00,0.0,CHK-2952,1163.83,524.38,Fuel,5300,tray,💼
Compost Collective,Sales Tax,REF-9574,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,46512,Payroll,352.55,2024-08-15 05:02:00,0.0,,4239.81,352.55,Insurance,5900,wrench,🧾
Johnny's Seeds,Use Tax,REF-5830,True,Someone painted the barn plaid again.,Weekly payroll distribution,58371,Payroll,965.03,2024-08-17 16:09:00,0.0,CHK-6712,3061.51,965.03,Sales - Value-Added Goods,4100,folder,🐔
Farm Co-op,No Tax,REF-5109,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,26266,Tax,0.0,2024-08-12 14:35:00,1117.33,CHK-6441,1914.19,1117.33,Owner's Equity,3000,tray,🏡
USDA,No Tax,REF-7357,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,60586,Equity Contribution,140.58,2024-08-11 18:04:00,0.0,CHK-1288,2293.43,140.58,Sales - Value-Added Goods,4100,folder,🐔
USDA,No Tax,REF-5967,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,91828,Tax,0.0,2024-08-17 02:55:00,848.11,CHK-7824,1283.2,848.11,Owner's Equity,3000,tray,🏡
Tractor Depot,No Tax,REF-2655,True,Someone painted the barn plaid again.,Weekly payroll distribution,54054,Payroll,682.67,2024-08-17 10:09:00,0.0,,3176.9,682.67,Owner's Equity,3000,tray,🏡
Compost Collective,No Tax,REF-2418,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,77495,Expense,169.91,2024-08-15 22:22:00,0.0,,2379.87,169.91,Taxes Payable,2200,hammer,🐝
Johnny's Seeds,No Tax,REF-5748,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,29001,Payment,1106.5,2024-08-11 10:55:00,0.0,CHK-3421,3476.72,1106.5,Depreciation,6000,calendar,🛠
Zappa Solar,No Tax,REF-9228,True,Paid in kale chips and weird looks.,Tractor repair service,37226,Tax,0.0,2024-08-11 23:26:00,538.74,,2600.51,538.74,Depreciation,6000,calendar,🛠
USDA,Sales Tax,REF-9783,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,79372,Tax,0.0,2024-08-17 09:10:00,74.61,CHK-3720,3657.63,74.61,Taxes Payable,2200,hammer,🐝
Johnny's Seeds,Use Tax,REF-7824,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,12557,Invoice,0.0,2024-08-12 08:35:00,1109.06,CHK-9913,2417.39,1109.06,Owner's Equity,3000,tray,🏡
Johnny's Seeds,Sales Tax,REF-4871,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,33599,Invoice,0.0,2024-08-12 19:31:00,362.0,CHK-8954,2238.79,362.0,Depreciation,6000,calendar,🛠
Farm Co-op,Use Tax,REF-2662,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,19100,Tax,0.0,2024-08-17 02:46:00,622.65,,1420.54,622.65,Insurance,5900,wrench,🧾
Compost Collective,No Tax,REF-2322,False,Paid in kale chips and weird looks.,Weekly payroll distribution,43086,Invoice,0.0,2024-08-16 03:44:00,1201.15,,2578.88,1201.15,Fuel,5300,tray,💼
Tractor Depot,No Tax,REF-2936,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,36833,Invoice,0.0,2024-08-19 22:33:00,357.5,CHK-6520,3075.32,357.5,Depreciation,6000,calendar,🛠
Tractor Depot,Use Tax,REF-5015,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,25876,Expense,430.48,2024-08-22 08:35:00,0.0,CHK-8106,1724.47,430.48,Insurance,5900,wrench,🧾
Zappa Solar,Use Tax,REF-6785,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,52786,Expense,1451.18,2024-08-23 21:18:00,0.0,CHK-7519,2336.08,1451.18,Owner's Equity,3000,tray,🏡
Muffin Utility Inc.,Sales Tax,REF-1461,False,Someone painted the barn plaid again.,Tractor repair service,61288,Tax,0.0,2024-08-24 14:58:00,1065.99,CHK-2501,3847.09,1065.99,Depreciation,6000,calendar,🛠
Muffin Utility Inc.,Use Tax,REF-3388,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,56122,Equity Contribution,183.67,2024-08-18 10:14:00,0.0,,3561.94,183.67,Fuel,5300,tray,💼
USDA,Use Tax,REF-1855,True,Beware of the Central Scrutinizer.,Tractor repair service,34654,Tax,0.0,2024-08-21 20:24:00,542.84,,1183.73,542.84,Cost of Goods Sold,5000,externaldrive,📦
Farm Co-op,Use Tax,REF-2741,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,32212,Expense,90.94,2024-08-18 18:06:00,0.0,CHK-4070,3893.27,90.94,Depreciation,6000,calendar,🛠
Zappa Solar,No Tax,REF-7040,True,Billy the Mountain requested cash.,Tractor repair service,79923,Payment,637.0,2024-08-23 17:24:00,0.0,,2764.92,637.0,Owner's Equity,3000,tray,🏡
Tractor Depot,Sales Tax,REF-9243,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,76232,Equity Contribution,1363.35,2024-08-20 02:13:00,0.0,,1612.23,1363.35,Depreciation,6000,calendar,🛠
Johnny's Seeds,No Tax,REF-2922,False,Someone painted the barn plaid again.,Weekly payroll distribution,79545,Expense,170.34,2024-08-24 06:12:00,0.0,CHK-3432,3386.13,170.34,Insurance,5900,wrench,🧾
USDA,Use Tax,REF-7486,True,Billy the Mountain requested cash.,Tractor repair service,24965,Equity Contribution,698.68,2024-08-20 06:34:00,0.0,,1819.2,698.68,Sales - Value-Added Goods,4100,folder,🐔
Johnny's Seeds,No Tax,REF-8407,False,Someone painted the barn plaid again.,Weekly payroll distribution,44551,Tax,0.0,2024-08-21 08:21:00,175.84,,4579.53,175.84,Wages Payable,2100,externaldrive,🌱
Muffin Utility Inc.,Use Tax,REF-6508,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,99080,Tax,0.0,2024-08-18 13:37:00,120.13,CHK-9172,4666.02,120.13,Taxes Payable,2200,hammer,🐝
Farm Co-op,Sales Tax,REF-7001,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,11284,Payment,1203.59,2024-08-18 18:52:00,0.0,CHK-3030,4448.31,1203.59,Owner's Equity,3000,tray,🏡
Johnny's Seeds,Use Tax,REF-9696,False,Someone painted the barn plaid again.,Weekly payroll distribution,64522,Equity Contribution,949.36,2024-08-24 04:57:00,0.0,,3556.53,949.36,Wages Payable,2100,externaldrive,🌱
Compost Collective,Use Tax,REF-5956,True,Someone painted the barn plaid again.,Weekly payroll distribution,28535,Payment,12.5,2024-08-19 09:29:00,0.0,CHK-4950,2493.91,12.5,Owner's Equity,3000,tray,🏡
Tractor Depot,Sales Tax,REF-7193,False,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,27511,Payroll,257.12,2024-08-19 08:49:00,0.0,,2986.24,257.12,Insurance,5900,wrench,🧾
Johnny's Seeds,Use Tax,REF-9609,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,21170,Payment,1215.6,2024-08-21 16:00:00,0.0,,3724.71,1215.6,Insurance,5900,wrench,🧾
Tractor Depot,Use Tax,REF-8309,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,57255,Invoice,0.0,2024-08-20 09:36:00,528.25,CHK-8504,1170.73,528.25,Depreciation,6000,calendar,🛠
Farm Co-op,Sales Tax,REF-1869,True,Billy the Mountain requested cash.,Weekly payroll distribution,37250,Tax,0.0,2024-08-23 17:06:00,897.92,CHK-2537,3833.31,897.92,Sales - Value-Added Goods,4100,folder,🐔
Farm Co-op,Use Tax,REF-7534,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,17408,Tax,0.0,2024-08-19 18:15:00,379.26,CHK-8210,1961.17,379.26,Wages Payable,2100,externaldrive,🌱
USDA,No Tax,REF-7560,False,Paid in kale chips and weird looks.,Tractor repair service,27164,Invoice,0.0,2024-08-21 19:07:00,950.33,,2623.78,950.33,Wages Payable,2100,externaldrive,🌱
Tractor Depot,Use Tax,REF-8476,False,Paid in kale chips and weird looks.,Tractor repair service,87679,Equity Contribution,1255.68,2024-08-23 02:40:00,0.0,,1177.48,1255.68,Insurance,5900,wrench,🧾
Johnny's Seeds,Use Tax,REF-9271,False,Paid in kale chips and weird looks.,Weekly payroll distribution,91888,Payment,1139.59,2024-08-20 10:36:00,0.0,,1171.51,1139.59,Owner's Equity,3000,tray,🏡
USDA,No Tax,REF-9668,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,28537,Equity Contribution,1086.06,2024-08-23 17:46:00,0.0,,2858.16,1086.06,Sales - Value-Added Goods,4100,folder,🐔
Tractor Depot,Sales Tax,REF-9676,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,13290,Equity Contribution,844.39,2024-08-18 06:15:00,0.0,CHK-8094,4409.29,844.39,Insurance,5900,wrench,🧾
Muffin Utility Inc.,Sales Tax,REF-8119,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,72382,Expense,1453.83,2024-08-18 11:09:00,0.0,CHK-9264,1586.72,1453.83,Owner's Equity,3000,tray,🏡
Muffin Utility Inc.,No Tax,REF-2081,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,66532,Invoice,0.0,2024-08-18 22:10:00,1101.59,CHK-9165,1849.9,1101.59,Wages Payable,2100,externaldrive,🌱
Johnny's Seeds,Use Tax,REF-1621,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,49782,Payroll,122.66,2024-08-23 18:19:00,0.0,CHK-9024,1648.12,122.66,Insurance,5900,wrench,🧾
Tractor Depot,Sales Tax,REF-8672,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,84019,Invoice,0.0,2024-08-20 12:24:00,1427.36,CHK-4802,4996.75,1427.36,Fuel,5300,tray,💼
Johnny's Seeds,Use Tax,REF-4839,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,84353,Payment,522.84,2024-08-23 12:28:00,0.0,,1886.88,522.84,Sales - Value-Added Goods,4100,folder,🐔
Farm Co-op,Use Tax,REF-4936,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,89822,Invoice,0.0,2024-08-20 05:22:00,248.21,CHK-1824,1609.5,248.21,Owner's Equity,3000,tray,🏡
Compost Collective,Sales Tax,REF-1064,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,78250,Equity Contribution,146.27,2024-08-18 21:27:00,0.0,CHK-6818,1623.23,146.27,Cost of Goods Sold,5000,externaldrive,📦
Farm Co-op,Sales Tax,REF-9234,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,65392,Equity Contribution,616.61,2024-08-22 19:36:00,0.0,,2946.96,616.61,Owner's Equity,3000,tray,🏡
USDA,No Tax,REF-6926,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,95145,Equity Contribution,130.43,2024-08-22 12:52:00,0.0,CHK-3551,1415.13,130.43,Insurance,5900,wrench,🧾
Muffin Utility Inc.,Sales Tax,REF-4287,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,94320,Tax,0.0,2024-08-21 01:56:00,77.02,,3157.58,77.02,Sales - Value-Added Goods,4100,folder,🐔
Farm Co-op,No Tax,REF-1350,True,Beware of the Central Scrutinizer.,Tractor repair service,20925,Invoice,0.0,2024-08-22 14:20:00,741.28,CHK-1244,1719.41,741.28,Owner's Equity,3000,tray,🏡
Compost Collective,Sales Tax,REF-9835,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,21679,Tax,0.0,2024-08-18 03:20:00,1291.66,,2383.77,1291.66,Taxes Payable,2200,hammer,🐝
Zappa Solar,No Tax,REF-8977,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,97675,Invoice,0.0,2024-08-21 18:20:00,323.46,,4021.25,323.46,Cost of Goods Sold,5000,externaldrive,📦
Muffin Utility Inc.,No Tax,REF-9307,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,26691,Expense,442.7,2024-08-21 03:00:00,0.0,,4915.39,442.7,Wages Payable,2100,externaldrive,🌱
Johnny's Seeds,Sales Tax,REF-5952,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,17408,Invoice,0.0,2024-08-18 09:10:00,33.85,CHK-9799,1081.73,33.85,Sales - Value-Added Goods,4100,folder,🐔
USDA,Use Tax,REF-4805,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,23761,Payroll,103.21,2024-08-23 16:32:00,0.0,CHK-4231,1667.77,103.21,Depreciation,6000,calendar,🛠
Muffin Utility Inc.,Use Tax,REF-4491,False,Someone painted the barn plaid again.,Tractor repair service,24472,Payment,685.76,2024-08-23 05:54:00,0.0,CHK-4343,1259.29,685.76,Depreciation,6000,calendar,🛠
Compost Collective,Sales Tax,REF-5311,False,Paid in kale chips and weird looks.,Tractor repair service,86391,Equity Contribution,624.04,2024-08-22 20:59:00,0.0,,4903.21,624.04,Wages Payable,2100,externaldrive,🌱
Zappa Solar,Sales Tax,REF-5027,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,14099,Equity Contribution,1284.72,2024-08-22 00:11:00,0.0,CHK-6987,4350.56,1284.72,Sales - Value-Added Goods,4100,folder,🐔
Tractor Depot,Sales Tax,REF-1029,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,37609,Invoice,0.0,2024-08-18 22:49:00,703.37,CHK-6398,3220.41,703.37,Wages Payable,2100,externaldrive,🌱
Compost Collective,Use Tax,REF-7791,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,20751,Payment,1024.85,2024-08-20 02:32:00,0.0,,3757.74,1024.85,Insurance,5900,wrench,🧾
Farm Co-op,No Tax,REF-2727,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,52111,Payment,1229.46,2024-08-23 19:19:00,0.0,CHK-5144,3885.86,1229.46,Insurance,5900,wrench,🧾
Johnny's Seeds,No Tax,REF-9167,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,92982,Invoice,0.0,2024-08-23 09:11:00,115.16,CHK-7359,1764.19,115.16,Owner's Equity,3000,tray,🏡
Zappa Solar,Sales Tax,REF-4151,False,Paid in kale chips and weird looks.,Weekly payroll distribution,41894,Payment,1389.8,2024-08-22 13:51:00,0.0,,3810.29,1389.8,Owner's Equity,3000,tray,🏡
Tractor Depot,Use Tax,REF-2842,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,14565,Payroll,51.24,2024-08-18 17:28:00,0.0,CHK-9977,3384.03,51.24,Wages Payable,2100,externaldrive,🌱
Tractor Depot,Sales Tax,REF-4062,False,Paid in kale chips and weird looks.,Tractor repair service,28179,Tax,0.0,2024-08-23 20:35:00,977.96,CHK-3039,2070.26,977.96,Sales - Value-Added Goods,4100,folder,🐔
USDA,Use Tax,REF-1068,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,98914,Invoice,0.0,2024-08-22 14:14:00,171.03,,1556.61,171.03,Depreciation,6000,calendar,🛠
Johnny's Seeds,Use Tax,REF-6285,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,58481,Invoice,0.0,2024-08-19 04:19:00,87.44,CHK-8874,4689.97,87.44,Fuel,5300,tray,💼
Johnny's Seeds,Use Tax,REF-9431,False,Billy the Mountain requested cash.,Tractor repair service,74855,Payroll,1052.11,2024-08-18 00:22:00,0.0,,3843.08,1052.11,Fuel,5300,tray,💼
Zappa Solar,Sales Tax,REF-9312,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,23692,Payment,851.32,2024-08-23 09:52:00,0.0,CHK-3149,1120.05,851.32,Owner's Equity,3000,tray,🏡
Farm Co-op,No Tax,REF-5385,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,24231,Expense,501.74,2024-08-24 02:20:00,0.0,CHK-5273,2081.61,501.74,Owner's Equity,3000,tray,🏡
Compost Collective,Use Tax,REF-6037,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,70487,Payroll,242.11,2024-08-21 09:43:00,0.0,,4325.52,242.11,Owner's Equity,3000,tray,🏡
Zappa Solar,Use Tax,REF-6956,False,Someone painted the barn plaid again.,Tractor repair service,68858,Tax,0.0,2024-08-18 03:49:00,699.9,CHK-7330,4548.03,699.9,Taxes Payable,2200,hammer,🐝
Muffin Utility Inc.,No Tax,REF-6047,True,Paid in kale chips and weird looks.,Weekly payroll distribution,54556,Tax,0.0,2024-08-23 04:37:00,401.64,CHK-3889,4180.9,401.64,Fuel,5300,tray,💼
Farm Co-op,Use Tax,REF-4135,True,Billy the Mountain requested cash.,Sale at Saturday farmer's market,44309,Expense,1089.24,2024-08-19 20:47:00,0.0,CHK-8569,1258.62,1089.24,Wages Payable,2100,externaldrive,🌱
Muffin Utility Inc.,Use Tax,REF-8365,False,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,83435,Tax,0.0,2024-08-19 12:32:00,1234.93,,1072.77,1234.93,Cost of Goods Sold,5000,externaldrive,📦
Muffin Utility Inc.,Sales Tax,REF-3052,False,Someone painted the barn plaid again.,Weekly payroll distribution,20961,Payment,198.55,2024-08-24 07:45:00,0.0,CHK-2008,4525.73,198.55,Wages Payable,2100,externaldrive,🌱
Compost Collective,Use Tax,REF-8098,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,28816,Tax,0.0,2024-08-23 15:07:00,1096.81,CHK-1600,4803.12,1096.81,Owner's Equity,3000,tray,🏡
Muffin Utility Inc.,No Tax,REF-6278,False,Someone painted the barn plaid again.,Tractor repair service,61448,Payroll,19.83,2024-08-21 10:58:00,0.0,,3081.87,19.83,Depreciation,6000,calendar,🛠
Compost Collective,Use Tax,REF-5651,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,38394,Payroll,1094.39,2024-08-19 22:54:00,0.0,,1572.22,1094.39,Owner's Equity,3000,tray,🏡
USDA,Use Tax,REF-9397,True,Someone painted the barn plaid again.,Weekly payroll distribution,62725,Tax,0.0,2024-08-21 14:39:00,1407.56,,2196.06,1407.56,Wages Payable,2100,externaldrive,🌱
Johnny's Seeds,Sales Tax,REF-2827,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,12027,Tax,0.0,2024-08-19 10:13:00,1183.89,,2055.78,1183.89,Depreciation,6000,calendar,🛠
Zappa Solar,Sales Tax,REF-2932,False,Paid in kale chips and weird looks.,Weekly payroll distribution,10081,Equity Contribution,1127.18,2024-08-20 08:13:00,0.0,CHK-9654,1007.6,1127.18,Depreciation,6000,calendar,🛠
Zappa Solar,Sales Tax,REF-3256,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,15849,Invoice,0.0,2024-08-21 13:04:00,656.96,,3156.55,656.96,Fuel,5300,tray,💼
Muffin Utility Inc.,No Tax,REF-5624,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,30341,Invoice,0.0,2024-08-23 04:55:00,449.34,CHK-8191,4491.4,449.34,Depreciation,6000,calendar,🛠
Compost Collective,Sales Tax,REF-3292,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,63619,Equity Contribution,1292.19,2024-08-21 15:30:00,0.0,,2035.51,1292.19,Taxes Payable,2200,hammer,🐝
Johnny's Seeds,Sales Tax,REF-6716,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,40901,Tax,0.0,2024-08-23 01:24:00,1452.39,,1108.59,1452.39,Taxes Payable,2200,hammer,🐝
Farm Co-op,No Tax,REF-6568,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,10670,Payment,873.52,2024-08-19 04:30:00,0.0,CHK-1892,1534.28,873.52,Owner's Equity,3000,tray,🏡
Farm Co-op,No Tax,REF-2303,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,98591,Invoice,0.0,2024-08-20 18:39:00,812.43,CHK-5741,3773.76,812.43,Insurance,5900,wrench,🧾
Compost Collective,No Tax,REF-2999,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,39488,Equity Contribution,162.51,2024-08-19 02:46:00,0.0,,1148.76,162.51,Depreciation,6000,calendar,🛠
Compost Collective,Sales Tax,REF-7541,True,Paid in kale chips and weird looks.,Tractor repair service,65790,Expense,425.18,2024-08-24 13:42:00,0.0,CHK-9987,2004.97,425.18,Wages Payable,2100,externaldrive,🌱
Muffin Utility Inc.,Sales Tax,REF-2151,True,Billy the Mountain requested cash.,Tractor repair service,73255,Payroll,202.83,2024-08-22 08:05:00,0.0,CHK-4763,1622.27,202.83,Depreciation,6000,calendar,🛠
Zappa Solar,No Tax,REF-1674,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,18369,Equity Contribution,131.36,2024-08-18 15:59:00,0.0,CHK-9863,2607.39,131.36,Fuel,5300,tray,💼
Farm Co-op,Sales Tax,REF-4152,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,18934,Equity Contribution,1191.66,2024-08-20 08:46:00,0.0,CHK-5699,1723.78,1191.66,Sales - Value-Added Goods,4100,folder,🐔
Muffin Utility Inc.,Sales Tax,REF-9407,False,Beware of the Central Scrutinizer.,Tractor repair service,21339,Expense,1417.11,2024-08-24 11:06:00,0.0,,1626.64,1417.11,Insurance,5900,wrench,🧾
USDA,Sales Tax,REF-1262,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,71381,Tax,0.0,2024-08-21 02:32:00,1314.32,,2632.09,1314.32,Cost of Goods Sold,5000,externaldrive,📦
Zappa Solar,Use Tax,REF-5697,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,57816,Invoice,0.0,2024-08-18 06:17:00,551.26,,2477.36,551.26,Owner's Equity,3000,tray,🏡
