"Symbol","Scientific Name with Author","GSAT Common Name"
"SPLU5","Spiraea lucida Douglas ex Greene","shinyleaf spirea"
"SPMU2","Sphaeralcea munroana (Douglas) Spach","Munro's globemallow"
"SPPO","Spirodela polyrrhiza (L.) Schleid.","big duckweed"
"SPRO","Spiranthes romanzoffiana Cham.","hooded lady's tresses"
"STAC","Stenotus acaulis (Nutt.) Nutt.","stemless goldenweed"
"STELL","Stellaria L.","starwort"
"STENO7","Stenotus Nutt.","GOLDENWEED"
"SUAED","Suaeda Forssk. ex J.F. Gmel.","seepweed"
"SYAL","Symphoricarpos albus (L.) S.F. Blake","common snowberry"
"SYAS3","Symphyotrichum ascendens (Lindl.) G.L. Nesom","western aster"
"SYCAC","Symphyotrichum campestre (Nutt.) G.L. Nesom var. campestre","western meadow aster"
"SYFAC","Symphyotrichum falcatum (Lindl.) G.L. Nesom var. commutatum (Torr. & A. Gray) G.L. Nesom","white prairie aster"
"SYFO2","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom","alpine aster"
"SYFOP","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. parryi (D.C. Eaton) G.L. Nesom","Parry's aster"
"SYFR2","Symphyotrichum frondosum (Nutt.) G.L. Nesom","short-rayed alkali aster"
"SYMPH","Symphoricarpos Duham.","snowberry"
"SYOC","Symphoricarpos occidentalis Hook.","WESTERN SNOWBERRY"
"SYOR2","Symphoricarpos oreophilus A. Gray","mountain snowberry"
"SYORU","Symphoricarpos oreophilus A. Gray var. utahensis (Rydb.) A. Nelson","Utah snowberry"
"SYVU","Syringa vulgaris L.","common lilac"
"TACA8","Taeniatherum caput-medusae (L.) Nevski","medusahead"
"TAOF","Taraxacum officinale F.H. Wigg.","common dandelion"
"TECA2","Tetradymia canescens DC.","gray horsebrush"
"TEGL","Tetradymia glabrata Torr. & A. Gray","littleleaf horsebrush"
"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","old-man-of-the-mountain"
"TESP2","Tetradymia spinosa Hook. & Arn.","spiny horsebrush"
"TETRA3","Tetradymia DC.","horsebrush"
"THALI2","Thalictrum L.","meadow-rue"
"THAR5","Thlaspi arvense L.","FIELD PENNYCRESS"
"THFE","Thalictrum fendleri Engelm. ex A. Gray","Fendler's meadow-rue"
"THIN6","Thinopyrum intermedium (Host) Barkworth & D.R. Dewey","intermediate wheatgrass"
"THMO6","Thermopsis montana Nutt.","mountain goldenpea"
"THOC","Thalictrum occidentale A. Gray","western meadow-rue"
"THPO7","Thinopyrum ponticum (Podp.) Z.-W. Liu & R.-C. Wang","tall wheatgrass"
"THRE2","Thelypodium repandum Rollins","Idaho thelypody"
"TIAM","Tilia americana L.","American linden"
"TRCO19","Triglochin concinna Burtt Davy","slender arrowgrass"
"TRDU","Tragopogon dubius Scop.","yellow salsify"
"TRFR2","Trifolium fragiferum L.","strawberry clover"
"TRGR7","Triteleia grandiflora Lindl.","Douglas brodiaea"
"TRHY","Trifolium hybridum L.","ALSIKE CLOVER"
"TRHY3","Triteleia hyacinthina (Lindl.) Greene","white brodiaea"
"TRIFO","Trifolium L.","clover"
"TRISE","Trisetum Pers.","Trisetum"
"TRMA20","Triglochin maritima L.","seaside arrowgrass"
"TRMA3","Trifolium macrocephalum (Pursh) Poir.","bighead clover"
"TROCB","Triantha occidentalis (S. Watson) Gates ssp. brevistyla (C.L. Hitchc.) Packer","Priest Lake tofieldia"
"TRPA28","Triglochin palustris L.","Marsh arrowgrass"
"TRPL2","Trifolium plumosum Douglas ex Hook.","plumed clover"
"TRPR2","Trifolium pratense L.","RED CLOVER"
"TRRE3","Trifolium repens L.","WHITE CLOVER"
"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum"
"TSHE","Tsuga heterophylla (Raf.) Sarg.","western hemlock"
"TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock"
"TSUGA","Tsuga Carrière","hemlock"
"TYLA","Typha latifolia L.","broadleaf cattail"
"ULPU","Ulmus pumila L.","SIBERIAN ELM"
"URDIG","Urtica dioica L. ssp. gracilis (Aiton) Seland.","CALIFORNIA NETTLE"
"UTRIC","Utricularia L.","flatleaf bladderwort"
"VACE","Vaccinium cespitosum Michx.","dwarf blueberry"
"VAED","Valeriana edulis Nutt. ex Torr. & A. Gray","tobacco root"
"VALER","Valeriana L.","valerian"
"VAMY2","Vaccinium myrtillus L.","whortleberry"
"VAOC2","Valeriana occidentalis A. Heller","western valerian"
"VASC","Vaccinium scoparium Leiberg ex Coville","grouse whortleberry"
"VEAN2","Veronica anagallis-aquatica L.","WATER SPEEDWELL"
"VEBL","Verbascum blattaria L.","moth mullein"
"VECA2","Veratrum californicum Durand","western false hellebore"
"VEHA2","Verbena hastata L.","swamp verbena"
"VEPO6","Vesicarpa potentilloides (A. Gray) Rydb.","fivefinger chickensage"
"VETH","Verbascum thapsus L.","common mullein"
"VEVI","Veratrum viride Aiton","northern false hellebore"
"VIAM","Vicia americana Muhl. ex Willd.","American vetch"
"VIBE2","Viola beckwithii Torr. & A. Gray","Beckwith's violet"
"VICIA","Vicia L.","vetch"
"VIGL","Viola glabella Nutt.","pioneer violet"
"VILE","Viburnum lentago L.","nannyberry"
"VINU2","Viola nuttallii Pursh","yellow prairie violet"
"VIOLA","Viola L.","VIOLET"
"VIOR","Viola orbiculata Geyer ex Holz.","roundleaf violet"
"VIPU4","Viola purpurea Kellogg","goosefoot violet"
"VUMY","Vulpia myuros (L.) C.C. Gmel.","rat-tail fescue"
"VUOC","Vulpia octoflora (Walter) Rydb.","SIXWEEKS FESCUE"
"WAID","Waldsteinia idahoensis Piper","Idaho false strawberry"
"WYAM","Wyethia amplexicaulis (Nutt.) Nutt.","mule-ears"
"WYHE2","Wyethia helianthoides Nutt.","white mule-ears"
"XETE","Xerophyllum tenax (Pursh) Nutt.","common beargrass"
"ZIGAD","Zigadenus Michx.","death camas"
"ZIPA2","Zigadenus paniculatus (Nutt.) S. Watson","foothill deathcamas"
"ZIVE","Zigadenus venenosus S. Watson","meadow deathcamas"
