vendorName,taxCategory,referenceNumber,reconciled,notes,ledgerDescription,id,entryType,debitAmount,date,creditAmount,checkNumber,balance,amount,accountName,accountCode,iosSymbol,emoji
Compost Collective,Use Tax,REF-8507,True,Beware of the Central Scrutinizer.,Payment for organic compost delivery,68260,Expense,0.0,2024-10-18 14:28:00,722.04,,4510.04,722.04,Utilities,5600,plusminus,🏡
Muffin Utility Inc.,Sales Tax,REF-4628,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,43175,Equity Contribution,0.0,2024-10-18 15:11:00,351.51,CHK-2555,3241.02,351.51,Payroll Expenses,5500,externaldrive,🧾
Tractor Depot,No Tax,REF-3692,True,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,52017,Expense,609.84,2024-10-18 09:18:00,0.0,,1782.49,609.84,Cost of Goods Sold,5000,globe,🌱
Muffin Utility Inc.,Sales Tax,REF-8249,False,Beware of the Central Scrutinizer.,Equity contribution by Frank,69677,Expense,1036.24,2024-10-18 07:25:00,0.0,,2381.67,1036.24,Fuel,5300,gear,🐔
Compost Collective,Use Tax,REF-4875,True,Mic’d the compost for microbial jazz.,Purchase of heirloom tomato seeds,39850,Payroll,403.55,2024-10-18 08:46:00,0.0,,2981.28,403.55,Insurance,5900,plusminus,📅
Farm Co-op,Use Tax,REF-7981,True,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,16981,Equity Contribution,1155.67,2024-10-21 06:00:00,0.0,,3369.01,1155.67,Cost of Goods Sold,5000,cart,🐔
Farm Co-op,Sales Tax,REF-4823,True,Beware of the Central Scrutinizer.,Equity contribution by Frank,59298,Equity Contribution,680.18,2024-10-21 12:49:00,0.0,,3616.08,680.18,Seeds & Amendments,5100,plusminus,💼
Tractor Depot,Sales Tax,REF-6569,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,98001,Sale,0.0,2024-10-21 10:11:00,219.32,CHK-7775,4057.22,219.32,Sales - Value-Added Goods,4100,globe,🧾
Tractor Depot,Use Tax,REF-6981,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,97396,Sale,879.23,2024-10-21 16:35:00,0.0,CHK-6998,4518.98,879.23,Insurance,5900,dollarsign.circle,🐝
Muffin Utility Inc.,No Tax,REF-4807,False,Someone painted the barn plaid again.,Tractor repair service,71533,Payment,0.0,2024-10-21 18:25:00,328.25,CHK-4646,3958.18,328.25,Wages Payable,2100,dollarsign.circle,🍅
Zappa Solar,Sales Tax,REF-3476,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,55663,Expense,0.0,2024-10-21 15:33:00,101.98,CHK-4920,4512.73,101.98,Fuel,5300,hammer,🐄
Johnny's Seeds,No Tax,REF-1849,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,75558,Payroll,425.52,2024-10-21 11:43:00,0.0,CHK-1356,4404.2,425.52,Marketing & Promotion,5700,globe,🐔
Zappa Solar,Sales Tax,REF-8643,True,"This ain’t the garden of Eden, man.",Weekly payroll distribution,81369,Equity Contribution,240.57,2024-10-21 09:21:00,0.0,,4925.27,240.57,Cash,1000,tray,🥕
Farm Co-op,No Tax,REF-4980,True,Paid in kale chips and weird looks.,Equity contribution by Frank,46354,Tax,260.63,2024-10-21 17:45:00,0.0,,4784.8,260.63,Cost of Goods Sold,5000,globe,🌱
Muffin Utility Inc.,Sales Tax,REF-8300,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,14292,Invoice,0.0,2024-10-21 12:33:00,480.67,CHK-2350,1336.92,480.67,Sales - Value-Added Goods,4100,tray,📦
Muffin Utility Inc.,Sales Tax,REF-8183,True,"This ain’t the garden of Eden, man.",Tractor repair service,18210,Expense,0.0,2024-10-21 12:02:00,742.99,,3500.57,742.99,Marketing & Promotion,5700,tractor,🛠
Zappa Solar,Use Tax,REF-8612,True,"This ain’t the garden of Eden, man.",Payment for organic compost delivery,79767,Payment,0.0,2024-10-21 10:47:00,718.7,,2902.01,718.7,Fuel,5300,tractor,🍅
Compost Collective,No Tax,REF-7458,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,99021,Payroll,0.0,2024-10-21 08:56:00,1064.87,CHK-4656,3537.81,1064.87,Seeds & Amendments,5100,tractor,🐄
Farm Co-op,Sales Tax,REF-7197,False,Mic’d the compost for microbial jazz.,Utility payment: irrigation pump,58216,Payment,1151.59,2024-10-21 16:49:00,0.0,CHK-6824,1737.05,1151.59,Professional Services,5800,chart.bar,🧾
USDA,No Tax,REF-4644,True,Mic’d the compost for microbial jazz.,Equity contribution by Frank,18275,Sale,919.16,2024-10-22 06:56:00,0.0,,4020.45,919.16,Sales - Produce,4000,hammer,🧑‍🌾
Tractor Depot,No Tax,REF-2947,True,Mic’d the compost for microbial jazz.,Tractor repair service,18011,Payment,0.0,2024-10-22 16:34:00,1083.98,CHK-6275,3460.16,1083.98,Utilities,5600,creditcard,🌱
Tractor Depot,Use Tax,REF-3951,True,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,59724,Expense,89.73,2024-10-22 13:14:00,0.0,CHK-1585,3045.04,89.73,Fertilizer & Compost,5200,tray,📦
USDA,Use Tax,REF-8926,False,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,59874,Payroll,900.56,2024-10-22 13:12:00,0.0,,2315.87,900.56,Fuel,5300,gear,💸
Johnny's Seeds,Sales Tax,REF-9828,False,Eggplant royalty dispute resolved.,Tractor repair service,12242,Tax,156.1,2024-10-22 06:25:00,0.0,CHK-9576,3087.82,156.1,Owner's Equity,3000,cart,🌽
Tractor Depot,Use Tax,REF-5133,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,95447,Equity Contribution,1118.35,2024-10-22 13:57:00,0.0,,1614.43,1118.35,Inventory,1200,cart,🌱
Muffin Utility Inc.,No Tax,REF-9551,False,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,75254,Sale,202.36,2024-10-22 13:53:00,0.0,CHK-7504,3340.79,202.36,Cost of Goods Sold,5000,folder,📅
Compost Collective,No Tax,REF-5417,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,18840,Sale,389.46,2024-10-22 18:07:00,0.0,,4302.28,389.46,Prepaid Expenses,1300,cart,🌱
Johnny's Seeds,Sales Tax,REF-4670,True,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,16570,Payment,779.15,2024-10-22 06:16:00,0.0,,4702.79,779.15,Payroll Expenses,5500,tray,🧑‍🌾
USDA,Sales Tax,REF-5450,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,53157,Equity Contribution,691.79,2024-10-22 09:44:00,0.0,,3948.03,691.79,Accounts Payable,2000,chart.bar,📅
Zappa Solar,Use Tax,REF-4284,False,Eggplant royalty dispute resolved.,Payment for organic compost delivery,18730,Payment,730.26,2024-10-22 06:16:00,0.0,,1049.03,730.26,Sales - Produce,4000,bag,🐄
USDA,No Tax,REF-7680,True,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,89106,Equity Contribution,1116.2,2024-10-22 14:30:00,0.0,,3324.91,1116.2,Inventory,1200,folder,💸
Compost Collective,No Tax,REF-7802,True,Mic’d the compost for microbial jazz.,Purchase of heirloom tomato seeds,24476,Payment,0.0,2024-10-22 13:13:00,1046.73,,4173.15,1046.73,Payroll Expenses,5500,gear,🌽
Tractor Depot,Sales Tax,REF-8735,False,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,83858,Expense,0.0,2024-10-22 11:01:00,1051.38,,3113.65,1051.38,Cost of Goods Sold,5000,wrench,🧺
Johnny's Seeds,Use Tax,REF-6863,True,Mic’d the compost for microbial jazz.,Sale at Saturday farmer's market,34614,Payroll,0.0,2024-10-22 17:35:00,411.89,,2819.78,411.89,Insurance,5900,book,🧺
Farm Co-op,No Tax,REF-9845,False,Paid in kale chips and weird looks.,Tractor repair service,28535,Equity Contribution,0.0,2024-10-22 10:47:00,854.87,CHK-5063,2581.04,854.87,Cost of Goods Sold,5000,doc.plaintext,🛠
Johnny's Seeds,Sales Tax,REF-2703,False,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,53716,Payroll,997.31,2024-10-22 15:27:00,0.0,CHK-6273,2533.8,997.31,Professional Services,5800,book,💼
Compost Collective,No Tax,REF-3757,False,Eggplant royalty dispute resolved.,Weekly payroll distribution,20258,Invoice,373.57,2024-10-22 18:42:00,0.0,,1865.88,373.57,Marketing & Promotion,5700,globe,🧾
Farm Co-op,Use Tax,REF-7890,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,36916,Equity Contribution,123.45,2024-10-23 07:31:00,0.0,CHK-3013,2299.39,123.45,Sales - Produce,4000,cart,🏡
Tractor Depot,Use Tax,REF-7324,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,38049,Equity Contribution,238.94,2024-10-23 08:06:00,0.0,CHK-3419,4582.0,238.94,Insurance,5900,briefcase,🌱
Tractor Depot,Sales Tax,REF-8447,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,63803,Payroll,0.0,2024-10-23 17:26:00,1091.35,CHK-4424,2256.1,1091.35,Utilities,5600,hammer,📅
USDA,Sales Tax,REF-5161,False,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,42389,Payment,594.39,2024-10-23 18:34:00,0.0,CHK-8187,3140.4,594.39,Wages Payable,2100,doc.plaintext,🔧
Muffin Utility Inc.,Use Tax,REF-5850,True,"This ain’t the garden of Eden, man.",Payment for organic compost delivery,45593,Payroll,723.88,2024-10-23 07:05:00,0.0,CHK-6714,3598.91,723.88,Owner's Equity,3000,calendar,💸
Muffin Utility Inc.,Sales Tax,REF-5945,False,Beware of the Central Scrutinizer.,Equity contribution by Frank,99989,Equity Contribution,384.25,2024-10-23 10:31:00,0.0,CHK-6412,1078.05,384.25,Cash,1000,tray,🌽
USDA,Sales Tax,REF-7495,True,Beware of the Central Scrutinizer.,Tractor repair service,33686,Sale,970.9,2024-10-23 10:41:00,0.0,CHK-2285,2359.61,970.9,Payroll Expenses,5500,wrench,🥕
Farm Co-op,No Tax,REF-7137,True,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,99604,Expense,0.0,2024-10-23 14:01:00,563.36,CHK-8891,4825.4,563.36,Marketing & Promotion,5700,plusminus,💼
Muffin Utility Inc.,No Tax,REF-8921,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,37575,Sale,0.0,2024-10-23 18:31:00,1162.83,CHK-9967,1601.81,1162.83,Wages Payable,2100,gear,🐄
USDA,No Tax,REF-1461,True,Someone painted the barn plaid again.,Weekly payroll distribution,63629,Equity Contribution,142.87,2024-10-23 09:10:00,0.0,CHK-8370,1452.22,142.87,Owner's Equity,3000,folder,💸
Muffin Utility Inc.,No Tax,REF-5350,True,Billy the Mountain requested cash.,Payment for organic compost delivery,13705,Sale,0.0,2024-10-23 07:00:00,1082.48,,1662.08,1082.48,Fuel,5300,cart,🐔
USDA,No Tax,REF-1095,True,Paid in kale chips and weird looks.,Weekly payroll distribution,63918,Equity Contribution,783.17,2024-10-23 10:17:00,0.0,CHK-9108,1763.78,783.17,Cash,1000,tray,🥕
Zappa Solar,Use Tax,REF-9686,True,Eggplant royalty dispute resolved.,Equity contribution by Frank,29801,Equity Contribution,131.34,2024-10-23 09:53:00,0.0,CHK-3205,4184.19,131.34,Fuel,5300,creditcard,🔧
Zappa Solar,Use Tax,REF-2467,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,68048,Payment,0.0,2024-10-23 09:15:00,919.91,,2749.82,919.91,Prepaid Expenses,1300,creditcard,🧑‍🌾
Farm Co-op,No Tax,REF-4544,False,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,64993,Equity Contribution,0.0,2024-10-23 15:54:00,925.94,,3467.7,925.94,Prepaid Expenses,1300,book,📅
Compost Collective,Use Tax,REF-9498,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,67031,Payment,0.0,2024-10-23 12:38:00,1141.7,,1656.68,1141.7,Sales - Value-Added Goods,4100,globe,💸
Farm Co-op,No Tax,REF-5255,True,Beware of the Central Scrutinizer.,Equity contribution by Frank,14385,Payroll,0.0,2024-10-23 10:06:00,55.13,,3014.15,55.13,Accounts Receivable,1100,dollarsign.circle,📊
Johnny's Seeds,No Tax,REF-4833,True,Mic’d the compost for microbial jazz.,Equity contribution by Frank,47652,Payroll,785.25,2024-10-23 14:02:00,0.0,,1508.16,785.25,Owner's Equity,3000,cart,🐝
Muffin Utility Inc.,No Tax,REF-7211,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,57656,Sale,0.0,2024-10-23 17:55:00,631.93,,2985.47,631.93,Wages Payable,2100,doc.plaintext,🛠
USDA,No Tax,REF-6390,False,Paid in kale chips and weird looks.,Tractor repair service,81254,Sale,1139.41,2024-10-23 18:51:00,0.0,,2021.38,1139.41,Sales - Value-Added Goods,4100,doc.plaintext,🧺
USDA,No Tax,REF-8853,True,Beware of the Central Scrutinizer.,Tractor repair service,27449,Expense,879.24,2024-10-23 07:01:00,0.0,CHK-1828,1444.62,879.24,Taxes Payable,2200,calendar,💼
Muffin Utility Inc.,Sales Tax,REF-4058,False,"This ain’t the garden of Eden, man.",Equity contribution by Frank,96755,Sale,684.5,2024-10-23 15:51:00,0.0,,3222.84,684.5,Inventory,1200,doc.plaintext,🏡
Farm Co-op,No Tax,REF-9271,True,Mic’d the compost for microbial jazz.,Equity contribution by Frank,17748,Payroll,218.7,2024-10-23 12:40:00,0.0,,3599.69,218.7,Cost of Goods Sold,5000,hammer,🍅
Farm Co-op,No Tax,REF-3666,True,Beware of the Central Scrutinizer.,Equity contribution by Frank,48636,Payroll,416.98,2024-10-23 16:19:00,0.0,,3361.17,416.98,Sales - Produce,4000,creditcard,📅
Muffin Utility Inc.,Use Tax,REF-9597,False,Eggplant royalty dispute resolved.,Equity contribution by Frank,69725,Invoice,0.0,2024-10-24 12:34:00,760.65,,2820.6,760.65,Taxes Payable,2200,doc.plaintext,🛠
Johnny's Seeds,Sales Tax,REF-8287,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,80624,Equity Contribution,0.0,2024-10-24 06:52:00,929.12,,4857.22,929.12,Depreciation,6000,dollarsign.circle,🍅
Muffin Utility Inc.,Use Tax,REF-6856,False,Someone painted the barn plaid again.,Payment for organic compost delivery,57964,Expense,708.52,2024-10-24 10:57:00,0.0,CHK-7098,2504.63,708.52,Marketing & Promotion,5700,gear,💸
Compost Collective,Use Tax,REF-6359,False,Billy the Mountain requested cash.,Equity contribution by Frank,10576,Tax,0.0,2024-10-24 10:58:00,272.09,,2495.54,272.09,Prepaid Expenses,1300,person.crop.circle,🛠
Zappa Solar,Use Tax,REF-5526,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,14372,Payroll,0.0,2024-10-24 07:50:00,522.4,,1001.89,522.4,Owner's Equity,3000,briefcase,🌱
Tractor Depot,Use Tax,REF-1081,True,Billy the Mountain requested cash.,Tractor repair service,11930,Invoice,245.16,2024-10-24 14:08:00,0.0,CHK-7824,4562.98,245.16,Payroll Expenses,5500,chart.bar,🪣
Muffin Utility Inc.,No Tax,REF-6226,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,23762,Payroll,0.0,2024-10-24 14:37:00,239.94,,2589.76,239.94,Repairs & Maintenance,5400,externaldrive,🚜
USDA,Use Tax,REF-4480,False,Paid in kale chips and weird looks.,Equity contribution by Frank,26296,Equity Contribution,0.0,2024-10-24 09:43:00,760.6,CHK-8043,4109.64,760.6,Marketing & Promotion,5700,book,🏡
Zappa Solar,No Tax,REF-7342,False,Paid in kale chips and weird looks.,Weekly payroll distribution,72090,Payroll,0.0,2024-10-24 08:02:00,90.94,CHK-2839,2210.58,90.94,Sales - Value-Added Goods,4100,dollarsign.circle,🏡
Farm Co-op,Use Tax,REF-4671,True,"This ain’t the garden of Eden, man.",Tractor repair service,93765,Tax,0.0,2024-10-24 13:53:00,1019.59,,1575.86,1019.59,Prepaid Expenses,1300,book,🐝
Zappa Solar,No Tax,REF-7177,False,"This ain’t the garden of Eden, man.",Payment for organic compost delivery,99115,Payroll,0.0,2024-10-24 08:37:00,955.45,,3576.78,955.45,Sales - Produce,4000,dollarsign.circle,🥕
Muffin Utility Inc.,Use Tax,REF-6302,False,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,38485,Sale,0.0,2024-10-24 16:24:00,508.57,,4551.23,508.57,Cost of Goods Sold,5000,calendar,🧺
Johnny's Seeds,Use Tax,REF-4111,False,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,97890,Equity Contribution,0.0,2024-10-24 09:35:00,96.86,CHK-4963,2363.38,96.86,Accounts Payable,2000,person.crop.circle,🚜
Zappa Solar,No Tax,REF-1762,True,Eggplant royalty dispute resolved.,Equity contribution by Frank,93416,Invoice,236.31,2024-10-24 06:33:00,0.0,,1238.08,236.31,Marketing & Promotion,5700,cart,🍅
Tractor Depot,Use Tax,REF-8527,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,40466,Equity Contribution,1086.9,2024-10-24 18:06:00,0.0,CHK-2105,3244.36,1086.9,Wages Payable,2100,briefcase,🚜
Farm Co-op,Use Tax,REF-6089,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,56200,Payroll,425.9,2024-10-24 13:35:00,0.0,CHK-8920,2042.98,425.9,Seeds & Amendments,5100,briefcase,🐝
Farm Co-op,No Tax,REF-7568,True,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,94163,Tax,0.0,2024-10-24 16:46:00,43.33,CHK-6916,1337.37,43.33,Owner's Equity,3000,chart.bar,🏡
Compost Collective,No Tax,REF-3286,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,21732,Expense,0.0,2024-10-24 18:01:00,414.23,CHK-1734,2009.82,414.23,Wages Payable,2100,briefcase,💸
Compost Collective,No Tax,REF-9473,False,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,19231,Invoice,0.0,2024-10-24 11:04:00,1118.81,,3822.76,1118.81,Utilities,5600,creditcard,🐔
Zappa Solar,Sales Tax,REF-5877,False,Billy the Mountain requested cash.,Weekly payroll distribution,80748,Tax,0.0,2024-10-24 12:40:00,196.99,,3942.08,196.99,Cost of Goods Sold,5000,creditcard,🌽
Zappa Solar,Use Tax,REF-8217,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,94725,Sale,0.0,2024-10-24 15:35:00,598.75,CHK-1380,4353.35,598.75,Accounts Payable,2000,wrench,🚜
Tractor Depot,Use Tax,REF-2344,False,Paid in kale chips and weird looks.,Weekly payroll distribution,58640,Sale,0.0,2024-10-24 15:41:00,469.01,,3958.6,469.01,Accounts Receivable,1100,gear,🐔
Muffin Utility Inc.,No Tax,REF-7099,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,94817,Invoice,886.67,2024-10-24 09:22:00,0.0,CHK-5696,3229.48,886.67,Utilities,5600,folder,📦
Johnny's Seeds,No Tax,REF-1140,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,22235,Equity Contribution,0.0,2024-10-24 17:25:00,462.81,CHK-8370,1663.07,462.81,Accounts Receivable,1100,hammer,🐝
Farm Co-op,No Tax,REF-7530,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,78928,Expense,190.76,2024-10-24 18:08:00,0.0,,4092.08,190.76,Cash,1000,book,📦
Zappa Solar,Sales Tax,REF-9242,True,Beware of the Central Scrutinizer.,Equity contribution by Frank,80617,Payroll,0.0,2024-10-25 16:32:00,333.66,CHK-7259,1910.33,333.66,Professional Services,5800,hammer,🛠
Farm Co-op,Sales Tax,REF-8688,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,31966,Sale,922.52,2024-10-25 16:17:00,0.0,CHK-5942,1240.66,922.52,Accounts Payable,2000,tractor,🔧
Compost Collective,Use Tax,REF-7189,False,Eggplant royalty dispute resolved.,Payment for organic compost delivery,24283,Payroll,1018.46,2024-10-25 14:09:00,0.0,,4642.88,1018.46,Owner's Equity,3000,creditcard,🐝
USDA,Use Tax,REF-2172,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,54313,Payment,0.0,2024-10-25 06:28:00,667.95,,4704.07,667.95,Fuel,5300,wrench,🌽
Johnny's Seeds,No Tax,REF-4885,False,Paid in kale chips and weird looks.,Tractor repair service,53358,Invoice,0.0,2024-10-25 12:15:00,1120.57,CHK-9957,1902.08,1120.57,Payroll Expenses,5500,calendar,🚜
USDA,Use Tax,REF-8468,True,Eggplant royalty dispute resolved.,Weekly payroll distribution,92650,Expense,1053.91,2024-10-25 08:39:00,0.0,,1954.45,1053.91,Cost of Goods Sold,5000,plusminus,🏡
Tractor Depot,Use Tax,REF-9954,False,Mic’d the compost for microbial jazz.,Tractor repair service,28715,Equity Contribution,963.64,2024-10-25 10:38:00,0.0,,4512.97,963.64,Owner's Equity,3000,plusminus,🛠
USDA,Use Tax,REF-4332,True,Eggplant royalty dispute resolved.,Weekly payroll distribution,31814,Payroll,1032.29,2024-10-25 17:27:00,0.0,CHK-6896,4397.88,1032.29,Repairs & Maintenance,5400,creditcard,🧑‍🌾
Zappa Solar,Use Tax,REF-4829,True,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,96243,Equity Contribution,0.0,2024-10-25 14:35:00,321.48,CHK-5205,3607.42,321.48,Cost of Goods Sold,5000,chart.bar,💸
USDA,Sales Tax,REF-3682,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,57915,Expense,0.0,2024-10-25 11:42:00,685.62,CHK-1010,1276.25,685.62,Sales - Produce,4000,person.crop.circle,💼
Compost Collective,No Tax,REF-3236,True,Someone painted the barn plaid again.,Tractor repair service,83805,Tax,0.0,2024-10-25 17:00:00,520.85,CHK-4024,3612.73,520.85,Depreciation,6000,externaldrive,💸
Farm Co-op,Sales Tax,REF-5512,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,13076,Tax,236.16,2024-10-25 14:52:00,0.0,,2954.33,236.16,Sales - Produce,4000,briefcase,💸
Zappa Solar,Sales Tax,REF-1841,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,44389,Sale,0.0,2024-10-25 10:44:00,1161.59,,3469.04,1161.59,Depreciation,6000,globe,🌱
Johnny's Seeds,No Tax,REF-7349,True,Mic’d the compost for microbial jazz.,Equity contribution by Frank,22215,Tax,167.01,2024-10-25 09:18:00,0.0,CHK-9399,2307.21,167.01,Payroll Expenses,5500,person.crop.circle,🏡
Johnny's Seeds,Sales Tax,REF-1464,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,41355,Invoice,0.0,2024-10-25 08:49:00,605.22,,3269.96,605.22,Cash,1000,tray,📅
Farm Co-op,No Tax,REF-7107,False,"This ain’t the garden of Eden, man.",Equity contribution by Frank,34555,Payroll,125.55,2024-10-25 06:15:00,0.0,,1225.43,125.55,Prepaid Expenses,1300,tractor,📊
Compost Collective,No Tax,REF-3521,True,Beware of the Central Scrutinizer.,Tractor repair service,64940,Invoice,0.0,2024-10-25 17:01:00,305.77,,2570.37,305.77,Accounts Receivable,1100,briefcase,🐄
Tractor Depot,Sales Tax,REF-9007,False,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,14334,Invoice,0.0,2024-10-25 11:59:00,376.11,,1738.75,376.11,Cash,1000,briefcase,🛠
Johnny's Seeds,No Tax,REF-9088,False,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,90368,Invoice,595.71,2024-10-25 07:11:00,0.0,,2163.79,595.71,Repairs & Maintenance,5400,creditcard,🌽
Zappa Solar,Sales Tax,REF-5903,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,64285,Payroll,0.0,2024-10-25 14:51:00,916.74,CHK-4841,4930.81,916.74,Prepaid Expenses,1300,cart,💸
Farm Co-op,Use Tax,REF-7421,False,Paid in kale chips and weird looks.,Weekly payroll distribution,65428,Payment,0.0,2024-10-25 13:26:00,408.59,CHK-9581,2391.2,408.59,Fuel,5300,cart,🐝
Johnny's Seeds,Sales Tax,REF-1260,False,Someone painted the barn plaid again.,Weekly payroll distribution,23357,Payment,869.64,2024-10-25 18:37:00,0.0,CHK-5529,1863.14,869.64,Fuel,5300,dollarsign.circle,📅
Compost Collective,Sales Tax,REF-7376,False,Paid in kale chips and weird looks.,Tractor repair service,60911,Tax,738.66,2024-10-25 08:12:00,0.0,CHK-1636,4972.42,738.66,Cash,1000,cart,🍅
Compost Collective,Use Tax,REF-1888,True,Billy the Mountain requested cash.,Equity contribution by Frank,25350,Payment,1169.91,2024-10-28 06:18:00,0.0,,3689.93,1169.91,Accounts Receivable,1100,globe,🌱
Compost Collective,Sales Tax,REF-3717,False,Paid in kale chips and weird looks.,Equity contribution by Frank,51107,Tax,0.0,2024-10-28 08:13:00,1173.86,CHK-6824,3151.82,1173.86,Inventory,1200,hammer,🍅
USDA,No Tax,REF-6104,True,Eggplant royalty dispute resolved.,Weekly payroll distribution,97348,Invoice,0.0,2024-10-28 18:06:00,484.87,CHK-6628,2888.24,484.87,Fuel,5300,plusminus,🍅
Johnny's Seeds,No Tax,REF-6717,True,Paid in kale chips and weird looks.,Weekly payroll distribution,94045,Equity Contribution,1002.69,2024-10-28 09:24:00,0.0,,3892.97,1002.69,Accounts Payable,2000,wrench,🐄
Tractor Depot,Use Tax,REF-6734,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,32100,Payment,346.87,2024-10-28 12:45:00,0.0,CHK-8996,3279.36,346.87,Cash,1000,cart,🍅
Zappa Solar,No Tax,REF-9942,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,39262,Payroll,126.54,2024-10-28 18:32:00,0.0,,4008.08,126.54,Prepaid Expenses,1300,globe,🧺
Tractor Depot,No Tax,REF-7048,True,Beware of the Central Scrutinizer.,Tractor repair service,15071,Invoice,504.4,2024-10-28 06:23:00,0.0,,3667.21,504.4,Professional Services,5800,doc.plaintext,💸
Compost Collective,Sales Tax,REF-8181,True,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,51488,Payment,409.51,2024-10-28 09:05:00,0.0,,1036.3,409.51,Owner's Equity,3000,hammer,🐔
Johnny's Seeds,No Tax,REF-7443,False,Billy the Mountain requested cash.,Tractor repair service,90296,Equity Contribution,842.49,2024-10-28 18:04:00,0.0,,1647.61,842.49,Fuel,5300,book,💼
Zappa Solar,No Tax,REF-9209,True,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,38669,Expense,0.0,2024-10-28 13:12:00,1192.13,,2690.86,1192.13,Depreciation,6000,externaldrive,💼
Farm Co-op,No Tax,REF-8982,True,Billy the Mountain requested cash.,Payment for organic compost delivery,51468,Payroll,324.59,2024-10-28 18:30:00,0.0,CHK-6137,3486.83,324.59,Wages Payable,2100,hammer,🧾
Compost Collective,Use Tax,REF-6805,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,10895,Tax,0.0,2024-10-28 12:21:00,1013.65,CHK-8413,2550.85,1013.65,Payroll Expenses,5500,creditcard,🛠
USDA,No Tax,REF-6355,True,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,25838,Equity Contribution,0.0,2024-10-28 13:01:00,476.25,,2049.98,476.25,Prepaid Expenses,1300,creditcard,🛠
Tractor Depot,Sales Tax,REF-6614,True,Beware of the Central Scrutinizer.,Equity contribution by Frank,86873,Expense,274.81,2024-10-28 17:10:00,0.0,,4113.4,274.81,Professional Services,5800,folder,🥕
Zappa Solar,Sales Tax,REF-1838,False,Billy the Mountain requested cash.,Weekly payroll distribution,60521,Equity Contribution,0.0,2024-10-28 12:34:00,530.99,CHK-4660,2810.96,530.99,Professional Services,5800,externaldrive,🚜
